,brand,model,price,year,kilometer,fuel,gear
8447,Audi,A4,7900,2007,160000,Bensiini,Automaatti
8448,Mercedes-Benz,GL 320,17900,2006,269000,Diesel,Automaatti
8449,Toyota,Avensis,18900,2016,74000,Bensiini,Manuaali
8450,KIA,Rio,15999,2021,1,Bensiini,Manuaali
8451,Chevrolet,Corvette,44400,2007,135000,Bensiini,Automaatti
8452,Mercedes-Benz,E 250,27400,2014,157000,Diesel,Automaatti
8453,Mercedes-Benz,C-sarja,3000,2001,292000,Bensiini,Manuaali
8454,Toyota,Auris,18400,2016,65000,Hybridi,Automaatti
8455,Toyota,Previa,5390,2003,299000,Bensiini,Automaatti
8457,Volkswagen,Arteon,50500,2021,1000,Bensiini,Automaatti
8458,Toyota,Avensis,17800,2015,77000,Bensiini,Manuaali
8459,Renault,Laguna,420,2002,253000,Bensiini,Manuaali
8460,BMW,3-sarja,5500,2006,335000,Diesel,Automaatti
8461,Nissan,Primera,300,2000,241000,Bensiini,Manuaali
8462,Mercedes-Benz,E 220,15800,2012,216000,Diesel,Automaatti
8463,Ford,Ecosport,13900,2016,67000,Bensiini,Manuaali
8464,Skoda,Superb,22900,2016,104000,Bensiini,Automaatti
8465,Opel,Astra,680,1999,300000,Bensiini,-
8466,Chevrolet,Camaro,4950,1998,190000,Bensiini,-
8467,KIA,Rio,11500,2018,26000,Bensiini,Manuaali
8468,Volkswagen,Golf,7790,2010,187000,Diesel,Automaatti
8470,Lexus,RX,14200,2006,143000,Hybridi,Automaatti
8471,Peugeot,508,9790,2011,117000,Bensiini,Automaatti
8472,Volkswagen,ID.4,48900,2021,1000,Sähkö,Automaatti
8473,Hyundai,i20,9800,2016,37000,Bensiini,Manuaali
8474,Volkswagen,Tiguan,52400,2021,1000,Diesel,Automaatti
8476,Toyota,Auris,11900,2011,132000,Hybridi,Automaatti
8477,BMW,535,26800,2011,97000,Bensiini,Automaatti
8478,Mercedes-Benz,E 200,9890,2006,193000,Bensiini,Automaatti
8479,Renault,Clio,11600,2018,14000,Bensiini,Manuaali
8480,Volkswagen,Golf,16400,2019,32000,Bensiini,Manuaali
8481,Renault,Clio,250,0,220000,Bensiini,-
8482,Volkswagen,Polo,13500,2019,19000,Bensiini,Manuaali
8483,Audi,A3,25900,2017,37000,Bensiini,Automaatti
8484,Volvo,V40,25500,2019,44000,Bensiini,Automaatti
8485,Toyota,Corolla,3890,2007,328000,Bensiini,Manuaali
8486,KIA,Cee'd,21543,2021,1,Bensiini,Manuaali
8487,Peugeot,508,19900,2017,59000,Diesel,Automaatti
8489,Honda,Accord,4650,2007,228000,Diesel,Manuaali
8490,Opel,Omega,320,2000,900000,Bensiini,Manuaali
8491,Toyota,Auris,21900,2018,32000,Hybridi,Automaatti
8492,Honda,Civic,4990,2006,155000,Bensiini,Manuaali
8493,Volkswagen,Golf,35900,2021,5000,Hybridi,Automaatti
8495,Mercedes-Benz,E 220,35800,2018,115000,Diesel,Automaatti
8496,Mercedes-Benz,CLA 250,49900,2020,6000,Hybridi,Automaatti
8497,Ford,Fiesta,9890,2013,49000,Bensiini,Manuaali
8498,Toyota,Yaris,7500,2013,165000,Bensiini,Manuaali
8499,Volvo,V90,59800,2020,15000,Hybridi,Automaatti
8500,Volvo,XC60,35900,2017,46000,Diesel,Automaatti
8503,Audi,A6,34900,2017,42000,Diesel,Automaatti
8504,Volvo,S40,2700,2002,208000,Bensiini,-
8505,Peugeot,407,1500,2006,278000,Bensiini,-
8506,Toyota,Avensis,4850,2004,218000,Bensiini,Automaatti
8507,Audi,A4,2350,2007,405000,Diesel,Manuaali
8508,Mercedes-Benz,GLA 180,26700,2017,116000,Bensiini,Automaatti
8509,Toyota,Prius,6300,2008,231000,Hybridi,Automaatti
8511,Ford,Fiesta,7400,2012,80000,Bensiini,Manuaali
8512,Ford,Focus,14890,2014,58000,Bensiini,Automaatti
8513,Volkswagen,Passat,27750,2017,47000,Hybridi,Automaatti
8514,Jaguar,S-Type,13800,2001,89000,Bensiini,-
8515,Mini,One,17000,2017,41000,Bensiini,Automaatti
8516,Mercedes-Benz,E-sarja,6500,2007,393000,Diesel,Automaatti
8517,Volvo,V90,48800,2018,110000,Hybridi,Automaatti
8518,Audi,A6 Allroad,28900,2013,120000,Diesel,Automaatti
8519,Volvo,V70,2950,2002,330000,Bensiini,Manuaali
8520,BMW,318,27490,2018,37000,Bensiini,Automaatti
8521,Ford,Fiesta,11890,2017,60000,Bensiini,Manuaali
8522,Mercedes-Benz,CLA 250 Shooting Brake,53800,2021,12000,Hybridi,Automaatti
8523,Citroen,Grand C4 Picasso,11490,2014,188000,Diesel,Automaatti
8524,Audi,A4,4000,2006,290000,Diesel,Automaatti
8525,Renault,Scenic,1990,2004,255000,Bensiini,Manuaali
8526,Peugeot,207,5090,2007,172000,Bensiini,-
8527,Volvo,V70,3990,2005,398000,Diesel,Automaatti
8528,Volkswagen,Vento,400,1996,330000,Diesel,Manuaali
8529,Volkswagen,Tiguan,13800,2013,235000,Diesel,Automaatti
8530,Citroen,C2,2950,2006,165000,Bensiini,-
8531,Mercedes-Benz,C 250,31400,2015,74000,Diesel,Automaatti
8532,Volkswagen,Golf,22900,2019,27500,Bensiini,Automaatti
8533,Volkswagen,Tiguan,43500,2021,2000,Hybridi,Automaatti
8534,Skoda,Octavia,37700,2019,36000,Bensiini,Automaatti
8535,Volkswagen,Passat,920,2000,344,Bensiini,-
8536,Audi,A4,32900,2016,81000,Bensiini,Automaatti
8537,Volkswagen,Golf,3950,2010,273000,Diesel,Manuaali
8538,Mercedes-Benz,E 280,9970,2005,190000,Diesel,Automaatti
8539,Mercedes-Benz,S-sarja,19900,1970,1800,Bensiini,Automaatti
8540,Peugeot,308,13990,2016,149000,Diesel,Automaatti
8542,Ford,Mondeo,11890,2014,203000,Diesel,Automaatti
8544,Volvo,V70,7490,2007,328000,Diesel,Manuaali
8545,Toyota,RAV4,34960,2018,50000,Hybridi,Automaatti
8546,Volvo,V60,29850,2018,52000,Diesel,Automaatti
8547,Skoda,Fabia,13900,2019,18000,Bensiini,Manuaali
8548,Nissan,Qashqai,9700,2012,162000,Bensiini,Manuaali
8549,Volvo,V40,14890,2015,70000,Diesel,Automaatti
8550,Toyota,RAV4,5900,2003,253000,Bensiini,-
8551,Nissan,Juke,13900,2016,69000,Bensiini,Manuaali
8552,Fiat,Bravo,5800,2008,84000,Bensiini,Manuaali
8553,Ford,Fiesta,20900,2020,14000,Hybridi,Manuaali
8554,Mercedes-Benz,C 300,48990,2020,25000,Hybridi,Automaatti
8555,Volvo,XC40,43800,2019,41000,Diesel,Automaatti
8556,Audi,A4,15990,2009,195500,Diesel,Manuaali
8557,Ford,Bronco,3800,1988,95000,Bensiini,Automaatti
8558,Skoda,Octavia,18800,2017,76000,Diesel,Automaatti
8559,Chrysler,Voyager-sarja,550,2001,217000,Bensiini,Automaatti
8560,Volvo,V70,5950,2013,500000,Diesel,Automaatti
8561,Opel,Grandland X,19600,2018,66000,Diesel,Automaatti
8563,Honda,Accord,1500,1990,180000,Bensiini,Automaatti
8564,Hyundai,i30,7500,2014,188000,Diesel,Manuaali
8565,Peugeot,208,7900,2014,54000,Bensiini,Manuaali
8566,Volvo,S60,850,2001,485000,Bensiini,Manuaali
8570,Mazda,6,7900,2008,250000,Bensiini,Manuaali
8571,Volkswagen,Passat,20900,2015,179000,Diesel,Automaatti
8572,Mercedes-Benz,Sprinter,25990,2011,269000,Diesel,Manuaali
8573,Volkswagen,Passat,13800,2012,150000,Kaasu,Manuaali
8574,Nissan,Primera,1500,2006,248771,Bensiini,Manuaali
8575,KIA,Rio,15999,2021,1,Bensiini,Manuaali
8576,Ford,Focus,990,0,400000,Diesel,Manuaali
8577,Volkswagen,Touran,23900,2017,90000,Diesel,Automaatti
8578,SEAT,Ibiza,9550,2011,7276,Bensiini,Manuaali
8579,Opel,Omega,1200,2000,334854,Bensiini,Manuaali
8580,KIA,Rio,17054,2021,1,Bensiini,Manuaali
8581,Mercedes-Benz,E 240,4490,2002,347000,Bensiini,Automaatti
8583,Nissan,X-Trail,4400,2005,305000,Bensiini,Manuaali
8584,Nissan,Primera,1500,2006,295000,Bensiini,Manuaali
8585,Toyota,Avensis,1900,2003,490000,Diesel,-
8586,Volvo,XC70,8750,2009,382000,Diesel,Automaatti
8587,Nissan,X-Trail,26900,2017,134000,Diesel,Automaatti
8588,Opel,Grandland X,26990,2019,39526,Bensiini,Automaatti
8589,Toyota,RAV4,49880,2021,6000,Hybridi,Automaatti
8590,Volkswagen,Golf Plus,4400,2008,174000,Bensiini,Automaatti
8592,Skoda,Kodiaq,43900,2019,22000,Diesel,Automaatti
8593,Citroen,BX,1400,1987,330000,Bensiini,Manuaali
8594,Renault,Clio,9900,2017,26000,Bensiini,Manuaali
8596,Hyundai,i40,8900,2012,167000,Bensiini,Manuaali
8597,Fiat,Punto,1300,2004,248000,Bensiini,Manuaali
8598,Chevrolet,Cruze,9870,2014,57000,Bensiini,Manuaali
8599,KIA,Cee'd,26154,2021,1,Bensiini,Manuaali
8600,Audi,A4,2394,2001,272515,Bensiini,Manuaali
8602,Ford,Mondeo,3280,2006,185000,Bensiini,Manuaali
8603,Volvo,V60,29390,2017,126000,Diesel,Automaatti
8604,Toyota,RAV4,47880,2020,24000,Hybridi,Automaatti
8605,Toyota,Auris,14890,2014,94000,Hybridi,Automaatti
8606,Opel,Mokka,13900,2015,88000,Bensiini,Automaatti
8607,Toyota,Avensis,5490,2006,238000,Bensiini,Automaatti
8608,Nissan,Note,3990,2007,132000,Bensiini,Manuaali
8609,Ford,Fiesta,15250,2019,16000,Bensiini,Manuaali
8610,Ford,C-Max,8790,2013,217000,Diesel,Automaatti
8611,Audi,A6,4400,2007,340000,Diesel,Automaatti
8612,Chrysler,Sebring,1300,2002,174899,Bensiini,-
8613,Peugeot,307,1500,2005,206000,Bensiini,Manuaali
8614,Nissan,Micra,900,1999,248000,Bensiini,Manuaali
8615,Opel,Insignia,6200,2010,207000,Bensiini,Manuaali
8616,Volkswagen,Passat,2000,0,292843,Diesel,Manuaali
8617,Audi,A4,6600,2008,424647,Diesel,Manuaali
8618,SEAT,Exeo ST,5500,2011,240000,Diesel,-
8619,Mercedes-Benz,A-sarja,3900,2000,325847,Diesel,Automaatti
8620,Volkswagen,Polo,16500,2018,60000,Bensiini,Automaatti
8622,Toyota,Auris,15480,2014,116000,Bensiini,Automaatti
8623,Toyota,Auris,15950,2015,95000,Bensiini,Manuaali
8624,Ford,Fiesta,17650,2020,10000,Bensiini,Manuaali
8625,Hyundai,i20,13800,2018,19000,Bensiini,Manuaali
8626,Audi,A4,24800,2016,94500,Bensiini,Automaatti
8627,Chrysler,300C,7900,2009,273000,Diesel,Automaatti
8628,Toyota,Avensis,1200,1999,357050,Bensiini,Manuaali
8629,Audi,A4,4700,2010,441000,Diesel,Manuaali
8630,Skoda,Superb,14900,2015,147000,Diesel,Automaatti
8631,Nissan,X-Trail,27980,2017,98000,Diesel,Automaatti
8632,Peugeot,508,17500,2017,141000,Diesel,Automaatti
8633,Honda,Civic,27800,2019,19500,Bensiini,Manuaali
8634,Volvo,XC60,53780,2018,43500,Hybridi,Automaatti
8635,Nissan,Qashqai,17800,2017,32000,Bensiini,Manuaali
8636,Toyota,Auris,14700,2016,106000,Bensiini,Automaatti
8637,Mercedes-Benz,E 300,64890,2020,7000,Hybridi,Automaatti
8638,Volvo,S60,12900,2012,218000,Diesel,Automaatti
8639,Nissan,Qashqai,3900,2008,323000,Diesel,Manuaali
8640,KIA,Cee'd,20880,2019,56000,Bensiini,Automaatti
8641,Honda,Jazz,14890,2017,27000,Bensiini,Automaatti
8642,Toyota,Yaris,17390,2018,31000,Hybridi,Automaatti
8643,Ford,Fiesta,8990,2010,66000,Bensiini,Automaatti
8644,Ford,Fusion,4900,2010,117500,Bensiini,Manuaali
8645,Chrysler,Sebring,1350,2006,380000,Bensiini,Automaatti
8646,Volkswagen,Jetta,3900,2006,193000,Bensiini,Manuaali
8647,Nissan,Primera,300,2000,380000,Bensiini,Manuaali
8648,Dodge,Journey,5900,2010,150000,Diesel,Manuaali
8649,Skoda,Yeti,11850,2013,127000,Bensiini,Manuaali
8650,Ford,Focus,15790,2018,58000,Bensiini,Manuaali
8651,Volvo,S40,8900,2012,220000,Diesel,Manuaali
8652,Dacia,Duster,9480,2013,119800,Bensiini,Automaatti
8653,Toyota,Corolla,1190,1996,263000,Bensiini,Manuaali
8654,Nissan,Note,2000,2008,324000,Diesel,Manuaali
8655,Toyota,Yaris,15490,2017,69000,Hybridi,Automaatti
8656,Skoda,Fabia,13400,2019,31000,Bensiini,Manuaali
8657,Volvo,XC70,24900,2013,165000,Diesel,Automaatti
8658,Mercedes-Benz,E 220,53800,2018,83000,Diesel,Automaatti
8659,Volkswagen,T-Roc,37900,2019,24000,Bensiini,Automaatti
8660,Renault,Megane,990,2007,341000,Diesel,Manuaali
8661,Opel,Astra,9900,2014,110000,Bensiini,Manuaali
8662,Ford,Escort,900,1996,141000,Bensiini,Manuaali
8663,Volvo,S80,22990,2016,90000,Diesel,Automaatti
8664,Toyota,Land Cruiser,53880,2016,125000,Diesel,Automaatti
8666,Opel,Astra,12800,2012,18000,Bensiini,Manuaali
8667,Mercedes-Benz,CLK 320,3890,1999,285000,Bensiini,Automaatti
8668,Skoda,Kodiaq,46800,2019,62000,Diesel,Automaatti
8669,Jeep,Grand Cherokee,35900,2014,142000,Diesel,Automaatti
8670,Volkswagen,Passat,28800,2017,79000,Hybridi,Automaatti
8671,Toyota,corolla bensa vaihdossa käy edullisempi,4900,0,310000,-,-
8673,BMW,320,1600,2004,337000,Diesel,Automaatti
8674,BMW,5-sarja,4300,2004,307000,Diesel,Automaatti
8675,Volkswagen,Golf,6990,2012,209000,Bensiini,Manuaali
8676,BMW,i3,15890,2015,73000,Sähkö,Automaatti
8677,Toyota,RAV4,39900,2019,96000,Hybridi,Automaatti
8678,Fiat,uno,50,1986,99999,Bensiini,Manuaali
8679,Mercedes-Benz,E 200,5800,2003,265000,Bensiini,Automaatti
8680,Peugeot,307,1300,2005,240000,Bensiini,Manuaali
8681,Toyota,Yaris,12490,2014,46000,Bensiini,Automaatti
8682,BMW,530,15400,2010,268000,Diesel,Automaatti
8683,Volvo,XC60,49800,2020,85000,Diesel,Automaatti
8685,Volvo,XC90,66800,2018,50500,Hybridi,Automaatti
8686,Toyota,IQ,5290,2010,146000,Bensiini,Manuaali
8687,Volkswagen,Jetta,6590,2010,198000,Diesel,Automaatti
8688,Mercedes-Benz,A 180,16900,2015,107500,Bensiini,Manuaali
8690,Mazda,6,4300,2009,431000,Bensiini,Automaatti
8691,Mitsubishi,Eclipse,24900,2018,22000,Bensiini,Automaatti
8692,Mercedes-Benz,A-sarja,3450,2005,190650,Bensiini,Manuaali
8693,Volvo,XC90,51900,2016,143000,Bensiini,Automaatti
8694,Peugeot,206,2500,2006,215000,Bensiini,Manuaali
8695,Volvo,V70,9400,2010,210000,Diesel,Manuaali
8696,Audi,A3,10990,2013,247000,Diesel,Manuaali
8697,Citroen,C1,4990,2011,66000,Bensiini,Manuaali
8698,Toyota,Prius,7900,2008,129000,-,Automaatti
8699,Toyota,Auris,20680,2018,34000,Hybridi,Automaatti
8700,Mercedes-Benz,GLC 350,52900,2018,61000,Hybridi,Automaatti
8701,Peugeot,207,3300,2007,174400,Bensiini,-
8702,Skoda,Superb,12880,2013,240000,Diesel,Automaatti
8703,Chevrolet,Aveo 1.4,1990,2009,209000,Bensiini,Manuaali
8705,BMW,5-sarja,13900,2013,265000,Diesel,Automaatti
8706,Ford,Fiesta,16750,2018,31000,Bensiini,Automaatti
8707,BMW,330,47800,2020,22000,Hybridi,Automaatti
8708,Volvo,V70,6800,2008,316000,Diesel,Automaatti
8709,Audi,A4,51900,2021,3000,Bensiini,Automaatti
8710,Renault,Twingo,3750,2013,71000,Bensiini,Manuaali
8711,Chevrolet,Cruze,6880,2013,157866,Bensiini,Manuaali
8712,Skoda,Kodiaq,38990,2020,19000,Bensiini,Automaatti
8713,Toyota,Avensis,16800,2016,153000,Diesel,Manuaali
8714,Chevrolet,Epica,3990,2006,187000,Bensiini,Automaatti
8715,Citroen,Berlingo,1250,2004,333000,Bensiini,Manuaali
8716,Ford,Focus,29500,2020,24000,Bensiini,Automaatti
8717,Mercedes-Benz,CLS 220 Shooting Brake,35500,2015,103000,Diesel,Automaatti
8718,Volvo,S40,500,1999,355000,Bensiini,-
8719,Volvo,S80,8800,2008,196500,Bensiini,Manuaali
8720,Toyota,Corolla,3300,2003,253000,Bensiini,Manuaali
8721,Opel,Vectra,1720,2004,356000,Bensiini,Manuaali
8722,Opel,Corsa,1350,2004,159500,Bensiini,Manuaali
8723,Opel,Astra,8200,2008,142000,Bensiini,Manuaali
8724,Skoda,Superb,44900,2020,13000,Bensiini,Automaatti
8726,Volvo,V50,5990,2011,227000,Diesel,Manuaali
8727,Skoda,Citigo,5650,2013,145447,Bensiini,Manuaali
8728,Opel,Mokka,10600,2013,138000,Bensiini,Manuaali
8729,Skoda,Superb,26850,2017,73000,Diesel,Automaatti
8730,Cadillac,Seville & STS,2950,1994,320000,Bensiini,Automaatti
8731,Nissan,X-Trail,11990,2009,129000,Bensiini,Manuaali
8732,Toyota,RAV4,26890,2015,106000,Bensiini,Automaatti
8733,Volvo,V60,30900,2016,60000,Diesel,Automaatti
8734,Citroen,C4 Picasso,2290,2007,375000,Diesel,Manuaali
8735,SEAT,Leon,26800,2021,4000,Bensiini,Automaatti
8736,Mercedes-Benz,C 200,4680,2005,374000,Diesel,Automaatti
8737,Mazda,3,6990,2010,186000,Bensiini,Manuaali
8738,Peugeot,206,1590,2003,261000,Bensiini,Manuaali
8739,Ford,Explorer,81900,2021,3000,Hybridi,Automaatti
8740,Toyota,Yaris,3890,2003,105000,Bensiini,-
8742,Volkswagen,Golf,25500,2017,95500,Diesel,Automaatti
8743,Volvo,XC90,35570,2016,185000,Diesel,Automaatti
8744,Volkswagen,Golf,9800,2012,176000,Diesel,Automaatti
8745,BMW,530,9980,2006,295000,Bensiini,Automaatti
8746,Saab,9-3,4890,2008,278000,Bensiini,Manuaali
8747,Mercedes-Benz,E-sarja,23890,2014,298000,Diesel,Automaatti
8748,Ford,Kuga,42603,2021,1,Hybridi,Automaatti
8749,Honda,Accord,3900,2007,326000,Bensiini,Manuaali
8750,Volkswagen,Polo,10890,2017,54000,Bensiini,Manuaali
8751,Mercedes-Benz,Vito,13900,2007,331000,Diesel,Manuaali
8752,Toyota,RAV4,9500,2010,223000,Bensiini,Automaatti
8753,Volkswagen,Sharan,35900,2017,80000,Diesel,Automaatti
8754,SEAT,Leon,24490,2018,67000,Diesel,Automaatti
8755,Volvo,S90,46990,2018,78000,Hybridi,Automaatti
8756,Volkswagen,Golf,29800,2020,10000,Sähkö,Automaatti
8757,Nissan,Qashqai,2600,2008,375000,Diesel,Manuaali
8758,Ford,Focus,9870,2012,84000,Bensiini,Manuaali
8761,Mercedes-Benz,A 150,3890,2006,189000,Bensiini,Manuaali
8762,Volkswagen,Golf,3650,2005,210800,Bensiini,-
8763,BMW,530,9900,2006,234000,Diesel,Automaatti
8764,Suzuki,Baleno,300,2000,203000,Bensiini,-
8765,Honda,Civic,2490,2006,344000,Bensiini,Automaatti
8766,Lexus,IS,28900,2018,58000,Hybridi,Automaatti
8767,Toyota,Avensis,22900,2017,29000,Bensiini,Automaatti
8768,Volkswagen,Passat,2900,2008,303300,Diesel,Manuaali
8769,Volkswagen,Golf,7200,2010,197000,Bensiini,Manuaali
8772,Mazda,CX-3,23990,2017,60000,Bensiini,Automaatti
8773,Skoda,Karoq,30490,2018,32000,Bensiini,Automaatti
8774,Bmw,118 2.0,6000,2007,234000,Diesel,Manuaali
8775,Mercedes-Benz,E-sarja,4200,2004,432074,Diesel,Automaatti
8776,Volvo,V70,13900,2014,312030,Diesel,Automaatti
8777,BMW,535,24900,2012,208000,Diesel,Automaatti
8778,Nissan,King Cab,5000,2003,206000,Diesel,-
8779,Mercedes-Benz,C 350,24890,2016,142600,-,Automaatti
8781,Opel,Calibra,6500,1996,230000,Bensiini,-
8782,Volkswagen,Beetle,2900,1999,233000,Bensiini,Manuaali
8783,Peugeot,406,2500,2003,273000,Bensiini,Manuaali
8784,Jaguar,I-Pace,77800,2018,12000,Sähkö,Automaatti
8785,BMW,525,12900,2013,316000,Diesel,Automaatti
8786,Mitsubishi,Carisma,850,1999,342000,Bensiini,Manuaali
8787,Opel,Astra,8800,2012,95000,Bensiini,Manuaali
8788,Ford,Mondeo,2850,2007,200000,Bensiini,-
8789,Ford,Focus,5880,2008,166000,Bensiini,Manuaali
8792,Volkswagen,Golf,1600,2005,293000,Bensiini,-
8793,Ford,Mondeo,15900,2015,130000,Bensiini,Manuaali
8794,Mercedes-Benz,C 350,39800,2018,56000,Hybridi,Automaatti
8795,Opel,Insignia,22900,2015,92000,Bensiini,Manuaali
8796,Audi,A4 Allroad,26400,2016,93000,Diesel,Automaatti
8797,Honda,Civic,8990,2008,139000,Bensiini,Automaatti
8798,Volkswagen,Passat,15990,2014,83000,Bensiini,Automaatti
8799,Toyota,Avensis,1300,2006,378566,Diesel,-
8800,Toyota,Yaris,16480,2018,64000,Hybridi,Automaatti
8801,Honda,CR-V,22900,2013,105000,Bensiini,Automaatti
8802,KIA,Carens,9980,2014,129000,Bensiini,Manuaali
8803,Skoda,Octavia,31990,2020,2000,Bensiini,Manuaali
8804,SEAT,Leon,10900,2013,125000,Bensiini,Manuaali
8805,Volvo,XC60,16490,2008,176000,Diesel,Automaatti
8806,Ford,Focus,9800,2014,182000,Diesel,Automaatti
8807,Citroen,Xsara,250,1997,280000,Bensiini,-
8808,Volkswagen,Golf,48500,2019,23000,Bensiini,Automaatti
8809,Opel,Astra,1490,2002,176000,Bensiini,Manuaali
8810,Opel,Astra,1600,2005,358000,Bensiini,-
8811,Opel,Corsa,2850,2007,237000,Bensiini,Manuaali
8812,Toyota,Corolla,5290,2003,151000,Bensiini,Manuaali
8813,Volkswagen,Passat,13450,2017,185000,Diesel,Manuaali
8815,Volkswagen,Golf Sportsvan,18000,2018,90000,Bensiini,Manuaali
8816,Nissan,Micra,990,1997,192000,Bensiini,Manuaali
8817,Toyota,Avensis,2550,2001,296000,Bensiini,Manuaali
8818,Audi,A4,12900,2013,210000,Diesel,Automaatti
8819,Mercedes-Benz,C 220,24890,2017,113000,Diesel,Automaatti
8820,Citroen,C3,19980,2018,14000,Bensiini,Automaatti
8821,Volvo,V70,15900,2009,159000,Bensiini,Automaatti
8822,Mazda,3,14450,2015,103000,Bensiini,Manuaali
8823,Ford,Mondeo,4250,2009,304000,Diesel,Manuaali
8824,Ford,Fiesta,4890,2006,64000,Bensiini,-
8825,BMW,5-sarja,1100,1996,437151,Bensiini,Automaatti
8826,Volvo,S80,6900,2010,344000,Diesel,Automaatti
8827,Mercedes-Benz,E-sarja,9800,2007,322000,Diesel,Automaatti
8829,Opel,Astra,17900,2019,43000,Bensiini,Manuaali
8830,Audi,A6,16400,2014,199000,Diesel,Automaatti
8831,Skoda,Superb,10900,2012,147000,Diesel,Manuaali
8832,Honda,CR-V,7900,2011,321000,Diesel,Manuaali
8833,Ford,Focus,2590,2006,243000,Bensiini,Manuaali
8834,Mitsubishi,Lancer,990,1998,295000,Bensiini,Manuaali
8835,Mercedes-Benz,220,10700,2010,190000,Diesel,Automaatti
8836,Toyota,Corolla,3800,2005,266000,Bensiini,Automaatti
8837,Ford,Mustang,3990,1997,79000,Bensiini,Automaatti
8838,Mercedes-Benz,CLA 180,15800,2013,220000,Bensiini,Manuaali
8839,Volvo,XC60,12990,2010,298000,Diesel,Automaatti
8841,Skoda,Octavia,11900,2014,156000,Diesel,Manuaali
8842,BMW,320,25900,2016,115000,Diesel,Automaatti
8843,Mitsubishi,Pajero,1990,1998,438000,Bensiini,Automaatti
8844,BMW,225,21930,2017,54000,-,Automaatti
8845,Volvo,XC70,6700,2006,321000,Diesel,Automaatti
8846,Citroen,C4,8900,2014,110000,Bensiini,Manuaali
8847,Renault,Kadjar,17900,2018,62000,Bensiini,Automaatti
8848,Volkswagen,Tiguan,19300,2012,126000,Bensiini,Automaatti
8849,Jaguar,X-Type,3450,2004,272000,Diesel,Manuaali
8850,Peugeot,407,1490,2004,272000,Bensiini,-
8851,Skoda,Fabia,1650,2008,385000,Diesel,Manuaali
8853,Opel,Mokka,31990,2021,950,Bensiini,Automaatti
8854,Citroen,Xantia V6,200,1998,305000,Bensiini,Automaatti
8855,Hyundai,i30,6900,2011,171000,Bensiini,Manuaali
8856,Ford,Fiesta,11490,2018,26000,Bensiini,Manuaali
8857,Dacia,Duster,11900,2015,120000,Diesel,Manuaali
8858,Volkswagen,Golf Sportsvan,14900,2016,96000,Bensiini,Manuaali
8860,Ford,Fiesta,5300,2011,138600,Bensiini,Manuaali
8861,BMW,320,21990,2016,176000,Diesel,Automaatti
8862,Toyota,Avensis,20790,2017,105000,Bensiini,Automaatti
8863,BMW,X4,35900,2015,75000,Diesel,Automaatti
8864,Mitsubishi,Outlander,22900,2017,68000,Bensiini,Automaatti
8865,Saab,9-5,2990,2004,304000,Bensiini,Automaatti
8866,Mercedes-Benz,S 320,12900,2006,274000,Diesel,Automaatti
8867,Volkswagen,Touran,2900,2008,359700,Diesel,Manuaali
8868,Skoda,Octavia,22990,2019,91000,Bensiini,Automaatti
8869,KIA,Sportage,2700,2005,302000,Diesel,-
8870,Land Rover,Discovery Sport,72720,2021,3000,Hybridi,Automaatti
8871,KIA,Sportage,17450,2015,80000,Bensiini,Manuaali
8872,Volkswagen,Scirocco,9490,2008,152000,Bensiini,Manuaali
8873,Skoda,Rapid,11450,2015,84000,Bensiini,Manuaali
8874,Mitsubishi,Pajero,4800,2000,354000,Diesel,Automaatti
8875,Toyota,Yaris,15990,2017,55000,Bensiini,Automaatti
8876,Lada,119,2800,2008,32000,Bensiini,Manuaali
8877,Toyota,C-HR,26700,2018,38000,Hybridi,Automaatti
8878,BMW,3-sarja,9900,2011,192000,Bensiini,Manuaali
8879,Ford,Mondeo,800,2003,310000,Bensiini,Manuaali
8880,Volvo,S60,17800,2012,115000,Bensiini,Automaatti
8881,Chrysler,Voyager-sarja,500,2005,325913,Diesel,Automaatti
8882,Opel,Astra,4000,2007,147000,Bensiini,-
8883,Mazda,6,16400,2013,112000,Bensiini,Manuaali
8884,Renault,Captur,11880,2017,43000,Bensiini,Manuaali
8885,Nissan,Almera,1500,2002,306000,-,-
8886,Volkswagen,Scirocco,9990,2009,131000,Bensiini,Automaatti
8887,Ford,Mondeo,180,2002,350000,Diesel,Manuaali
8888,Mercedes-Benz,GLE 500,52800,2016,116000,Hybridi,Automaatti
8889,Volvo,V70,6000,2010,292500,Diesel,Manuaali
8891,BMW,3-sarja,2350,2002,304000,Bensiini,Manuaali
8892,Audi,A5,17990,2014,209000,Diesel,Automaatti
8893,Volkswagen,Polo,25800,2019,34000,Bensiini,Automaatti
8894,Volvo,V40,14980,2015,114000,Diesel,Automaatti
8896,Peugeot,5008,5900,2011,208000,Diesel,Automaatti
8897,BMW,Z3,5900,1996,147000,Bensiini,Manuaali
8899,Suzuki,Swift,2790,2006,196000,Bensiini,Manuaali
8900,Mini,One,15880,2016,50000,Bensiini,Manuaali
8901,Opel,Omega,500,1999,420000,Bensiini,Automaatti
8902,Citroen,Saxo,1500,2002,65700,Bensiini,Manuaali
8903,Nissan,Qashqai,10490,2013,116000,Bensiini,Manuaali
8904,Volkswagen,Golf,11900,2014,185000,Diesel,Automaatti
8905,Mercedes-Benz,E-sarja,9800,2010,441000,Diesel,Automaatti
8907,Volkswagen,Polo,2499,2003,210000,Bensiini,Manuaali
8908,Renault,Captur,12490,2017,52000,Bensiini,Manuaali
