,brand,model,price,year,kilometer,fuel,gear
3133,Volvo,V90,22900,2017,200000,Diesel,Automaatti
3134,KIA,Pro_cee'd,28990,2020,11000,Bensiini,Automaatti
3135,Nissan,Primera,1950,2001,220000,Bensiini,Manuaali
3136,Mercedes-Benz,C 350,34800,2016,11000,Hybridi,Automaatti
3137,Volvo,V40,21800,2018,30000,Diesel,Automaatti
3138,Renault,Clio,3200,2008,200000,Diesel,Manuaali
3139,SEAT,Altea XL,5800,2012,186000,Bensiini,Manuaali
3140,Honda,Accord,4900,2006,300000,Bensiini,Automaatti
3141,Audi,A4,6400,2006,223000,Bensiini,Automaatti
3142,Audi,A4,34800,2017,44000,Hybridi,Automaatti
3143,Nissan,Qashqai,10400,2012,110000,Bensiini,Manuaali
3144,Audi,Q2,24900,2018,45000,Bensiini,Automaatti
3145,Volkswagen,Golf,3800,2003,184000,Bensiini,Automaatti
3146,KIA,Niro,17900,2017,125000,Bensiini,Manuaali
3147,BMW,330,46900,2020,20500,Bensiini,Automaatti
3148,Volvo,XC60,46280,2018,104567,-,Automaatti
3149,Audi,A3,16800,2014,119000,Bensiini,Automaatti
3150,Toyota,Verso,9490,2011,127000,Bensiini,Manuaali
3151,BMW,320,10900,2010,240000,Diesel,Automaatti
3152,Mercedes-Benz,C-sarja,3090,2003,313200,Bensiini,Automaatti
3153,Ford,Van,13900,2017,32000,Diesel,Manuaali
3154,Mercedes-Benz,GLC,77800,2020,16000,Hybridi,Automaatti
3155,Toyota,Yaris,10500,2012,56000,Bensiini,Manuaali
3156,Volvo,V90,49800,2019,76000,Hybridi,Automaatti
3157,Volvo,V90,35900,2017,83000,Diesel,Automaatti
3158,Audi,A3,9900,2014,298000,Diesel,Automaatti
3159,Volvo,V70,11990,2011,217500,Diesel,Automaatti
3160,Toyota,RAV4,43890,2020,6000,Hybridi,Automaatti
3161,Volkswagen,Golf,3800,2003,184000,Bensiini,Automaatti
3162,KIA,Niro,17900,2017,125000,Bensiini,Manuaali
3163,BMW,330,46900,2020,20500,Bensiini,Automaatti
3164,Volvo,XC60,46280,2018,104567,-,Automaatti
3165,Audi,A3,16800,2014,119000,Bensiini,Automaatti
3166,Toyota,Verso,9490,2011,127000,Bensiini,Manuaali
3167,BMW,320,10900,2010,240000,Diesel,Automaatti
3168,Mercedes-Benz,C-sarja,3090,2003,313200,Bensiini,Automaatti
3169,Ford,Van,13900,2017,32000,Diesel,Manuaali
3170,Mercedes-Benz,GLC,77800,2020,16000,Hybridi,Automaatti
3171,Toyota,Yaris,10500,2012,56000,Bensiini,Manuaali
3172,Volvo,V90,49800,2019,76000,Hybridi,Automaatti
3173,Volvo,V90,35900,2017,83000,Diesel,Automaatti
3174,Audi,A3,9900,2014,298000,Diesel,Automaatti
3175,Volvo,V70,11990,2011,217500,Diesel,Automaatti
3176,Toyota,RAV4,43890,2020,6000,Hybridi,Automaatti
3177,Ford,Fiesta,10900,2013,29000,Bensiini,Manuaali
3178,Peugeot,207,5900,2010,102000,Bensiini,Automaatti
3179,Toyota,Avensis,14990,2014,110000,Bensiini,Manuaali
3180,Lexus,CT,11900,2012,177000,Hybridi,Automaatti
3181,Mercedes-Benz,E 280,7900,2007,293000,Diesel,Automaatti
3183,Volkswagen,Golf,13900,2014,55000,Bensiini,Manuaali
3184,Skoda,Karoq,33990,2019,31000,Bensiini,Automaatti
3185,Mercedes-Benz,C 220,30900,2016,194000,Diesel,Automaatti
3186,Toyota,Yaris,21900,2020,2000,Hybridi,Automaatti
3187,Opel,Grandland X,22800,2019,36373,Bensiini,Automaatti
3188,Ford,Fiesta,6900,2010,94000,Bensiini,Manuaali
3189,Audi,A3,1290,2003,340000,Bensiini,Manuaali
3190,Mercedes-Benz,GLK 220,11900,2009,320000,Diesel,Automaatti
3191,Mercedes-Benz,C 200,5900,2008,485000,Diesel,Manuaali
3192,Volkswagen,Tiguan,24890,2018,164000,Diesel,Manuaali
3193,Volvo,V90,36400,2018,62000,Diesel,Automaatti
3194,Volkswagen,Golf,26900,2018,51000,Hybridi,Automaatti
3195,Nissan,Almera Tino,450,2002,330000,Bensiini,Manuaali
3196,SEAT,Ateca,26400,2017,89000,Bensiini,Automaatti
3197,Nissan,Primera,250,2000,350000,Bensiini,-
3198,Volkswagen,Tiguan,29850,2017,93000,Bensiini,Automaatti
3200,Fiat,500,6800,2008,180000,Bensiini,Manuaali
3201,BMW,X5,49800,2016,79500,Hybridi,Automaatti
3202,SEAT,Ibiza,6290,2011,108000,Bensiini,Manuaali
3203,Nissan,Qashqai,14900,2016,83000,Bensiini,Manuaali
3204,Honda,Civic,1000,2003,269000,Bensiini,Manuaali
3205,Audi,A6,23900,2014,137000,Diesel,Automaatti
3206,Opel,Grandland X,20500,2019,44656,Bensiini,Manuaali
3207,Volkswagen,Golf,18900,2016,116000,Bensiini,Automaatti
3208,Volkswagen,Passat,23900,2018,190000,Diesel,Automaatti
3209,Opel,Vivaro,39990,2019,51457,Diesel,Manuaali
3210,Audi,A4,12900,2013,159000,Diesel,Automaatti
3211,Volkswagen,T-Roc,35900,2018,38000,Diesel,Automaatti
3212,Mercedes-Benz,E 400,66900,2019,61000,Diesel,Automaatti
3213,Audi,A3,19880,2017,46000,Diesel,Manuaali
3214,Hyundai,Kona,26600,2021,0,Bensiini,Automaatti
3215,Audi,A3,25900,2018,54000,Hybridi,Automaatti
3216,Toyota,Corolla,31900,2019,23000,Hybridi,Automaatti
3217,Volkswagen,T-Roc,30900,2020,6000,Bensiini,Automaatti
3218,Ford,Focus,3190,2008,316900,Diesel,Manuaali
3219,Nissan,Qashqai,10900,2012,139000,Bensiini,Manuaali
3220,Skoda,Octavia,22890,2019,61000,Kaasu,Automaatti
3221,Volvo,V70,1000,2000,375500,Bensiini,Automaatti
3222,BMW,116,13590,2016,114000,Diesel,Manuaali
3223,BMW,330,8990,2009,327000,Diesel,Automaatti
3224,BMW,X3,16800,2013,221000,Diesel,Automaatti
3225,Mercedes-Benz,C 180,9450,2006,182000,Bensiini,Automaatti
3226,Skoda,Karoq,32900,2019,21000,Bensiini,Automaatti
3227,Toyota,Verso,12900,2013,80000,Bensiini,Automaatti
3228,Honda,Accord,8990,2009,208000,Bensiini,Automaatti
3229,Ford,Focus,7880,2012,190000,Bensiini,Manuaali
3230,Renault,Espace,26900,2016,54000,Diesel,Automaatti
3231,Dodge,Avenger,4490,2009,102000,Bensiini,Automaatti
3232,Toyota,Avensis,6580,2006,197000,Bensiini,Manuaali
3233,Toyota,Yaris,11880,2017,40000,Bensiini,Manuaali
3235,Peugeot,3008,16480,2017,147000,Diesel,Manuaali
3236,Toyota,Corolla,1000,1998,350000,Bensiini,-
3237,Volkswagen,Passat,26800,2018,93000,Hybridi,Automaatti
3238,Volkswagen,passat,1200,1998,413400,Diesel,Automaatti
3239,Volvo,XC60,21900,2016,138000,Diesel,Manuaali
3240,Opel,Astra,19900,2019,30000,Bensiini,Automaatti
3241,Renault,Twingo,3800,2011,155000,Bensiini,Manuaali
3243,Mercedes-Benz,E 220,47800,2018,44000,Diesel,Automaatti
3244,Audi,A4,8390,2006,182000,Bensiini,Manuaali
3245,Ford,C-Max,7990,2012,104000,Bensiini,Manuaali
3246,Mercedes-Benz,C 350,13900,2007,188000,Bensiini,Automaatti
3247,Citroen,Berlingo,6800,2013,176000,Diesel,Automaatti
3248,Audi,A4,15900,2013,147000,Bensiini,Automaatti
3249,Toyota,Auris,6500,2011,226000,Bensiini,Manuaali
3250,Toyota,Corolla,6990,2010,95700,Bensiini,Manuaali
3251,Mercedes-Benz,S-sarja,99000,2020,17000,Hybridi,Automaatti
3252,Ford,Focus,14500,2016,111000,Bensiini,Manuaali
3253,BMW,X2,35800,2018,16000,Bensiini,Automaatti
3254,Toyota,RAV4,24590,2015,61000,Diesel,Manuaali
3255,Toyota,Yaris,8490,2013,146000,Bensiini,Manuaali
3257,Toyota,C-HR,22400,2019,29000,Bensiini,Manuaali
3259,Ford,Focus,2400,2004,190000,Bensiini,Manuaali
3260,Mercedes-Benz,GLA 250,30890,2015,104000,Bensiini,Automaatti
3261,Ford,Mustang,32900,1966,61000,Bensiini,Automaatti
3264,Audi,Q3,47800,2021,5000,Hybridi,Automaatti
3265,Peugeot,3008,16900,2017,163000,Diesel,Automaatti
3266,Citroen,Xsara,1500,2004,250000,Bensiini,Manuaali
3267,Toyota,Auris,18500,2016,74000,Hybridi,Automaatti
3268,Peugeot,3008,4900,2010,226000,Diesel,Automaatti
3270,Volvo,V50,7880,2008,162700,Bensiini,Manuaali
3271,Opel,Mokka,12790,2014,103000,Bensiini,Manuaali
3272,Toyota,RAV4,33880,2018,25000,Hybridi,Automaatti
3273,Nissan,Qashqai,17580,2016,55000,Bensiini,Automaatti
3275,Peugeot,Boxer,31980,2017,77000,Diesel,Manuaali
3276,Peugeot,207,3990,2010,174000,Bensiini,Manuaali
3277,Ford,Mondeo,9900,2014,245400,Diesel,Automaatti
3278,Ford,Mondeo,11490,2011,185000,Diesel,Manuaali
3279,Ford,Fiesta,14900,2018,49000,Bensiini,Manuaali
3280,Renault,Megane,1750,2006,202000,Diesel,Manuaali
3281,Mercedes-Benz,C 270,6900,2004,267048,Diesel,Manuaali
3283,Mercedes-Benz,A-sarja,5400,2008,68000,Bensiini,-
3284,Volkswagen,Golf,11000,2013,215000,Bensiini,Automaatti
3285,Volvo,S40,2650,2004,239000,Bensiini,Automaatti
3286,Mercedes-Benz,B 180,14790,2012,109000,Bensiini,Automaatti
3289,Renault,Megane,1650,2001,220000,Bensiini,Manuaali
3290,Mercedes-Benz,E 200,4900,2004,378000,Diesel,Automaatti
3292,Skoda,Octavia,23490,2018,62000,Bensiini,Manuaali
3293,Mazda,3,2700,2005,178000,Bensiini,Manuaali
3294,Skoda,Kodiaq,30900,2017,88000,Diesel,Automaatti
3295,Skoda,Superb,26700,2017,69000,Bensiini,Automaatti
3296,KIA,Carens,1450,2005,273000,Bensiini,-
3298,Volvo,V70,6950,2007,291000,Bensiini,Automaatti
3299,Volvo,V40,29900,2017,22000,Bensiini,Automaatti
3300,Skoda,Octavia,14990,2015,107000,Diesel,Automaatti
3301,Dacia,Lodgy,10880,2015,56000,Bensiini,Manuaali
3302,Tesla,Model 3,45790,2019,12000,Sähkö,Automaatti
3303,Volkswagen,Golf,17900,2015,76000,Bensiini,Automaatti
3304,Volkswagen,Polo,13950,2018,55000,Bensiini,Manuaali
3305,Volkswagen,Tiguan,31700,2018,68600,Bensiini,Automaatti
3306,Volkswagen,Golf,19900,2018,121000,Diesel,Automaatti
3307,Peugeot,5008,6990,2010,162000,Diesel,Manuaali
3308,Nissan,Leaf,29900,2020,5000,Sähkö,Automaatti
3309,Ford,Mondeo,9490,2010,199000,Diesel,Automaatti
3310,BMW,X1,27900,2017,99000,Diesel,Automaatti
3311,Ford,Kuga,23880,2017,39000,Diesel,Manuaali
3312,Audi,A8,21900,2010,265000,Diesel,Automaatti
3313,KIA,Rio,21900,2021,1000,Hybridi,Automaatti
3314,Ford,Focus,27900,2021,1705,Hybridi,Manuaali
3315,KIA,Cee'd,23900,2019,23000,Bensiini,Automaatti
3316,KIA,Cee'd,13480,2015,72000,Bensiini,Manuaali
3317,BMW,3-sarja,1200,2000,460000,Diesel,Automaatti
3318,Ford,Focus,1990,2005,329000,Bensiini,Manuaali
3319,Nissan,X-Trail,16890,2016,160700,Diesel,Manuaali
3320,Volvo,XC60,32890,2017,93000,Diesel,Automaatti
3321,Audi,A6,15400,2013,158000,Diesel,Automaatti
3322,Fiat,Tipo,12900,2017,44600,Bensiini,Manuaali
3323,Volkswagen,Tiguan,17800,2012,155000,Diesel,Automaatti
3324,Peugeot,307,1400,2005,264000,Bensiini,-
3325,Skoda,Fabia,13990,2015,71000,Bensiini,Automaatti
3327,Renault,Clio,9800,2018,72000,Bensiini,Manuaali
3329,Lexus,RX,51900,2016,67000,Bensiini,Automaatti
3330,Renault,Megane,2000,2008,252000,Bensiini,Manuaali
3331,Opel,Mokka,32576,2021,1000,Bensiini,Automaatti
3332,Nissan,Primera,1910,2005,173000,Bensiini,Manuaali
3333,Ford,Fiesta,9800,2016,96000,Bensiini,Manuaali
3334,Volkswagen,Passat,23890,2019,88200,Diesel,Automaatti
3335,Skoda,Octavia,21300,2019,53000,Bensiini,Manuaali
3336,Mercedes-Benz,E 220,37900,2017,193000,Diesel,Automaatti
3337,Mercedes-Benz,C 180,22900,2016,73000,Diesel,Automaatti
3338,KIA,Optima,14490,2015,133000,Diesel,Automaatti
3339,Mercedes-Benz,CLA 250 Shooting Brake,34800,2017,60000,Bensiini,Automaatti
3340,Volkswagen,Multivan,62190,2017,106000,Diesel,Automaatti
3341,Mercedes-Benz,ML 350,13900,2007,245000,Bensiini,Automaatti
3342,Skoda,Superb,43900,2019,27000,Bensiini,Automaatti
3343,Mercedes-Benz,E 350,55500,2017,129000,Diesel,Automaatti
3344,Toyota,Prius,17900,2016,91000,Hybridi,Automaatti
3345,Porsche,Cayenne,135900,2020,14000,-,Automaatti
3346,Honda,Civic,6900,2009,159000,Bensiini,Automaatti
3347,Skoda,Superb,6900,2010,263000,Diesel,Automaatti
3348,Dacia,Duster,26900,2021,1000,Bensiini,Manuaali
3349,Skoda,Octavia,22900,2017,81000,Bensiini,Automaatti
3350,Audi,A4,8900,2010,200000,Diesel,Automaatti
3351,Audi,A4,8990,2006,181000,Bensiini,Manuaali
3353,Toyota,Corolla,1990,1998,312400,Bensiini,Manuaali
3354,BMW,520,23890,2017,263000,Diesel,Automaatti
3355,Volvo,XC60,26400,2016,142000,Diesel,Automaatti
3356,Skoda,Octavia,1390,2005,283000,Bensiini,Automaatti
3357,Ford,Tourneo Connect,5880,2010,207000,Diesel,Manuaali
3358,Nissan,Qashqai,18500,2017,93000,Diesel,Automaatti
3359,Opel,Astra,800,2001,345000,Bensiini,-
3360,BMW,X5,49800,2017,59000,Hybridi,Automaatti
3362,Volvo,V60,11980,2011,204000,Diesel,Manuaali
3363,Honda,CR-V,3100,2006,420000,Diesel,Manuaali
3364,Toyota,Auris,23480,2019,30000,Hybridi,Automaatti
3365,Mercedes-Benz,R 350,27900,2010,120000,Diesel,Automaatti
3366,Toyota,Corolla,1980,1999,314000,Bensiini,Automaatti
3367,Skoda,Superb,34990,2019,26000,Bensiini,Automaatti
3368,Skoda,Octavia,14490,2014,198500,Diesel,Automaatti
3369,BMW,316,4290,2003,157000,Bensiini,Manuaali
3370,Toyota,Auris,16990,2017,65000,Bensiini,Manuaali
3371,KIA,Cee'd,6880,2014,209000,Diesel,Manuaali
3372,BMW,X3,6900,2005,275000,Diesel,Manuaali
3373,Mercedes-Benz,C 200,36990,2016,53500,Bensiini,Automaatti
3374,Hyundai,i30,17900,2018,35000,Bensiini,Automaatti
3376,Ford,C-Max,16450,2017,101000,Diesel,Automaatti
3377,BMW,520,23890,2015,135000,Diesel,Automaatti
3378,Audi,A6,44890,2018,112000,Diesel,Automaatti
3379,Toyota,Corolla,19850,2016,51000,Bensiini,Automaatti
3380,Volkswagen,Passat,1950,2001,345000,Bensiini,Manuaali
3381,Ford,Focus,8990,2013,106000,Bensiini,Manuaali
3382,Volvo,V70,5990,2003,255000,Bensiini,Manuaali
3383,BMW,218,29900,2019,74000,Diesel,Automaatti
3384,Volvo,S60,7450,2006,189000,Bensiini,Manuaali
3385,Ford,Fiesta,22900,2018,62000,Bensiini,Manuaali
3386,Nissan,Qashqai,18400,2018,38000,Bensiini,Automaatti
3387,Mercedes-Benz,CLS 250,22450,2011,217000,Diesel,Automaatti
3388,Opel,Ampera,11990,2013,169000,Sähkö,Automaatti
3389,Renault,Captur,9790,2016,75000,Bensiini,Manuaali
3390,KIA,Cee'd,17490,2018,51000,Bensiini,Manuaali
3391,Skoda,Octavia,24490,2018,44000,Bensiini,Automaatti
3392,Fiat,Tipo,8900,2017,130000,Bensiini,Manuaali
3393,Opel,Corsa,7990,2015,72000,Bensiini,Manuaali
3394,Subaru,Forester,3990,2004,280000,Bensiini,Manuaali
3395,BMW,X5,13900,2007,308000,Diesel,Automaatti
3396,Nissan,Juke,28106,2021,200,Bensiini,Automaatti
3397,Suzuki,Grand Vitara,4300,1999,311000,Bensiini,Manuaali
3398,KIA,Cee'd,7490,2011,105000,Bensiini,Manuaali
3399,Toyota,Auris,17900,2016,39000,Bensiini,Automaatti
3400,KIA,Sportage,29850,2019,28000,Diesel,Automaatti
3401,Peugeot,3008,6890,2011,230000,Diesel,Automaatti
3402,Toyota,RAV4,29500,2018,63000,Hybridi,Automaatti
3403,Skoda,Octavia,6950,2009,162000,Bensiini,Automaatti
3404,Volvo,V60,43990,2019,62000,Diesel,Automaatti
3405,Citroen,Berlingo,6500,2016,202700,Diesel,Automaatti
3406,Opel,Insignia,21900,2017,98000,Diesel,Automaatti
3407,Mercedes-Benz,C 400,45600,2015,97000,Bensiini,Automaatti
3408,Suzuki,Vitara,24880,2020,17000,Bensiini,Automaatti
3409,Skoda,Octavia,13900,2013,137000,Bensiini,Automaatti
3410,Lexus,RX,9900,2005,257000,Bensiini,Manuaali
3411,Honda,Civic,2990,2006,339000,Diesel,Manuaali
3412,Skoda,Octavia,30400,2018,99000,Bensiini,Automaatti
3413,Skoda,Rapid,14280,2017,76000,Bensiini,Manuaali
3414,Citroen,Berlingo,8300,2012,120000,Diesel,Automaatti
3415,KIA,Rio,7580,2014,89000,Bensiini,Manuaali
3416,Mercedes-Benz,A 250,22850,2013,106000,Bensiini,Automaatti
3417,Volkswagen,Golf,6890,2011,215000,Bensiini,Automaatti
3418,Volkswagen,Golf,850,2002,365000,Bensiini,Manuaali
3419,Toyota,Avensis,10900,2010,197000,Bensiini,Manuaali
3421,Mercedes-Benz,GLC 220,44900,2017,54000,Diesel,Automaatti
3422,Lexus,GS,28990,2015,67000,Hybridi,Automaatti
3423,SEAT,Ibiza,6600,2010,118000,Bensiini,Manuaali
3424,Skoda,Rapid,12450,2014,18000,Bensiini,Manuaali
3425,Volkswagen,Golf,1890,2005,317000,Bensiini,Manuaali
3426,Audi,Q5,35800,2017,127000,Diesel,Automaatti
3427,Ford,Focus,2490,2005,207000,Bensiini,Manuaali
3428,KIA,Sorento,17980,2012,111000,Diesel,Manuaali
3429,Opel,Astra,8990,2014,167000,Bensiini,Manuaali
3430,Toyota,Prius,6900,2009,315000,Hybridi,Automaatti
3431,Audi,Q7,32900,2012,180000,Diesel,Automaatti
3433,Ford,Mondeo,2350,2007,323000,Diesel,-
3434,Suzuki,Swift,700,1996,48655,Bensiini,Manuaali
3435,Mercedes-Benz,E-sarja,700,1997,321862,Bensiini,Automaatti
3436,Volvo,V70,1700,2002,589000,Diesel,Manuaali
3437,SEAT,Altea XL,2490,2007,278000,Bensiini,Manuaali
3438,Mercedes-Benz,SLK,7500,1997,130600,Bensiini,-
3439,MAZDA,323 1.5GLX VM-88,800,1988,231000,Bensiini,Manuaali
3440,Mercedes-Benz,A 180,21900,2017,102000,Diesel,Automaatti
3441,Toyota,Corolla,28480,2020,20000,Hybridi,Automaatti
3442,Toyota,Yaris,14650,2017,51000,Hybridi,Automaatti
3443,Toyota,Auris,23480,2019,31000,Hybridi,Automaatti
3444,Volvo,XC60,25400,2016,148568,Diesel,Automaatti
3445,Opel,Astra,16990,2017,24600,Bensiini,Automaatti
3446,BMW,X5,16800,2009,208000,Diesel,Automaatti
3447,Honda,CR-V,15890,2013,222700,Diesel,Manuaali
3448,BMW,420,65900,2021,4200,Diesel,Automaatti
3449,Daewoo,Matiz,850,2001,172000,Bensiini,Manuaali
3450,Skoda,Octavia,33890,2021,2000,Bensiini,Automaatti
3451,Citroen,C4,1650,2006,286000,Bensiini,-
3452,Chrysler,300C,7100,2005,274000,Bensiini,Automaatti
3453,Toyota,Corolla,25750,2019,19000,Hybridi,Automaatti
3454,Toyota,Yaris,20880,2020,9000,Hybridi,Automaatti
3455,Hyundai,ix35,7900,2011,161500,Diesel,Manuaali
3456,Suzuki,Vitara,26900,2019,31000,Bensiini,Automaatti
3457,Nissan,Qashqai,5500,2007,241000,Bensiini,Manuaali
3458,Honda,E,34890,2020,6000,Sähkö,Automaatti
3459,Toyota,Corolla,10990,2014,203000,Bensiini,Automaatti
3460,Mercedes-Benz,SLK,10900,2006,313000,Bensiini,-
3461,Ford,Maverick,4600,2005,279900,Bensiini,-
3462,Nissan,Tiida,2950,2008,254000,Bensiini,Manuaali
3463,SEAT,Leon,2490,2003,199500,-,-
3464,Hyundai,ix20,12990,2015,32000,Bensiini,Manuaali
3465,Volvo,850,800,1994,270000,Bensiini,Manuaali
3466,Skoda,Octavia,1800,2005,275300,Bensiini,Manuaali
3467,Skoda,Octavia,18400,2015,121000,Diesel,Automaatti
3468,Toyota,Yaris,12900,2014,57000,Bensiini,Automaatti
3469,Volkswagen,Up,23500,2020,1000,Sähkö,Automaatti
3470,Ford,Ecosport,14800,2017,50000,Bensiini,Manuaali
3471,Citroen,C3,540,2003,236000,Bensiini,-
3472,Toyota,Yaris,2390,2001,177000,Bensiini,Manuaali
3474,KIA,Cee'd,2890,2009,230000,Diesel,Manuaali
3475,Toyota,Avensis,11400,2012,146000,Bensiini,Automaatti
3476,BMW,3-sarja,9000,2011,291000,Diesel,Manuaali
3477,Audi,Q2,25900,2017,73000,Bensiini,Automaatti
3478,Ford,Focus,14900,2017,66000,Bensiini,Manuaali
3479,Volkswagen,Passat,4800,2007,221000,Diesel,-
3480,Skoda,Fabia,13900,2018,40000,Bensiini,Manuaali
3481,Skoda,Octavia,18400,2015,121000,Diesel,Automaatti
3482,Toyota,Yaris,12900,2014,57000,Bensiini,Automaatti
3483,Volkswagen,Up,23500,2020,1000,Sähkö,Automaatti
3484,Ford,Ecosport,14800,2017,50000,Bensiini,Manuaali
3485,Citroen,C3,540,2003,236000,Bensiini,-
3486,Toyota,Yaris,2390,2001,177000,Bensiini,Manuaali
3488,KIA,Cee'd,2890,2009,230000,Diesel,Manuaali
3489,Toyota,Avensis,11400,2012,146000,Bensiini,Automaatti
3490,BMW,3-sarja,9000,2011,291000,Diesel,Manuaali
3491,Audi,Q2,25900,2017,73000,Bensiini,Automaatti
3492,Ford,Focus,14900,2017,66000,Bensiini,Manuaali
3493,Volkswagen,Passat,4800,2007,221000,Diesel,-
3494,Skoda,Fabia,13900,2018,40000,Bensiini,Manuaali
3495,Volvo,XC60,57900,2018,65000,Hybridi,Automaatti
3496,KIA,Pro_cee'd,32880,2019,17000,Bensiini,Automaatti
3497,Volvo,V50,7390,2010,201000,Diesel,Manuaali
3498,Hyundai,i30,9900,2013,265000,Diesel,Manuaali
3499,Volkswagen,Touran,22890,2019,96000,Diesel,Automaatti
3500,BMW,535 GT,38980,2016,204000,Diesel,Automaatti
3501,Honda,CR-V,19900,2015,151000,Diesel,Manuaali
3502,Porsche,Cayenne,10500,2003,272000,Bensiini,Automaatti
3503,Peugeot,206+,6900,2012,36000,Bensiini,Manuaali
3504,Mercedes-Benz,CLA 200 Shooting Brake,28900,2016,65000,Bensiini,Automaatti
3506,Honda,Accord,5600,2006,263000,Bensiini,Manuaali
3507,Skoda,Fabia,8600,2011,162000,Bensiini,Automaatti
3508,Fiat,Bravo,800,1998,194000,Bensiini,Manuaali
3509,Citroen,C4,11900,2015,84000,Diesel,Automaatti
3510,Honda,Jazz,6900,2011,180000,Bensiini,Automaatti
3511,Toyota,Avensis,3950,2005,257000,Bensiini,-
3512,Fiat,Punto,790,2003,220000,Bensiini,-
3513,Saab,9-3,1300,2006,370000,Bensiini,Manuaali
3514,Tesla,Model 3,55800,2020,22000,Sähkö,Automaatti
3515,BMW,520,32900,2018,117000,Diesel,Automaatti
3516,Volvo,XC90,19500,2011,244000,Diesel,Automaatti
3517,Mercedes-Benz,S 350,56450,2014,75000,Diesel,Automaatti
3518,Mercedes-Benz,C 350,26850,2016,157976,Hybridi,Automaatti
3519,Volkswagen,Passat,7850,2012,252000,Kaasu,Automaatti
3521,Ford,Focus,3490,2005,162000,Bensiini,Manuaali
3522,Volkswagen,Touran,2550,2007,331770,Diesel,Manuaali
3523,Ford,Kuga,13890,2010,136000,Diesel,Manuaali
3524,Volvo,V70,18800,2014,147000,Diesel,Automaatti
3525,Volvo,XC60,32900,2016,95000,Diesel,Automaatti
3526,Mercedes-Benz,220,1850,2006,799999,Diesel,Automaatti
3527,Peugeot,308,8870,2014,124000,Bensiini,Manuaali
3528,Volvo,S60,19900,2015,119000,Diesel,Automaatti
3529,Volkswagen,Sharan,1350,2001,480000,Diesel,Manuaali
3530,Skoda,Octavia,8950,2011,272000,Diesel,Automaatti
3531,Mercedes-Benz,C 280,13900,2008,200000,Bensiini,Automaatti
3532,Hyundai,IONIQ,25000,2019,22000,Bensiini,Automaatti
3533,Opel,Astra,8880,2011,104000,Bensiini,Manuaali
3535,Ford,Ecosport,19900,2018,8263,Bensiini,Automaatti
3536,Skoda,Octavia,3900,2008,280000,Bensiini,Manuaali
3537,Skoda,Superb,4750,2011,370000,Diesel,Automaatti
3538,Ford,Mondeo,4100,2008,226000,Diesel,Manuaali
3540,Peugeot,307,1299,2005,301000,Bensiini,Manuaali
3541,KIA,Cee'd,6900,2012,187000,Diesel,Manuaali
3542,Nissan,Almera,2700,2004,211403,Bensiini,Automaatti
3543,Volkswagen,Touran,6490,2007,210000,Bensiini,Automaatti
3544,BMW,320 GT,26900,2016,68000,Diesel,Automaatti
3545,Mercedes-Benz,C 220,9800,2010,273000,Diesel,Automaatti
3546,Volvo,XC40,49800,2020,15000,Diesel,Automaatti
3548,Volkswagen,Jetta,2150,2007,332000,Diesel,Automaatti
3549,Toyota,Avensis,8200,2009,177000,Bensiini,Manuaali
3550,Opel,Mokka,31800,2021,1000,Bensiini,Automaatti
3551,Audi,Q3,23900,2012,95000,Bensiini,Automaatti
3552,Volvo,XC60,52800,2018,85000,Hybridi,Automaatti
3553,Porsche,911,199800,2017,39000,Bensiini,Automaatti
3554,Volvo,V70,1480,1998,468100,Bensiini,Automaatti
3555,Volvo,V70,1150,2002,453000,Bensiini,Automaatti
3556,Volvo,V40,13390,2015,162000,Diesel,Manuaali
3557,Mitsubishi,Colt,1700,2006,170000,Bensiini,-
3558,Citroen,C5,31900,2019,21000,Bensiini,Automaatti
3559,Honda,Civic,11790,2016,198000,Bensiini,Manuaali
3560,Audi,A4,3390,2006,400000,Diesel,Automaatti
3561,Mitsubishi,ASX,16890,2017,33000,Bensiini,Manuaali
3562,KIA,Cee'd,11900,2013,133000,Bensiini,Manuaali
3563,Volvo,C30,6900,2007,152000,Diesel,Automaatti
3564,Mercedes-Benz,E 220,25900,2012,29000,Diesel,Automaatti
3566,BMW,X1,13950,2012,191000,Diesel,Automaatti
3567,Opel,Vectra,1150,2002,318000,Bensiini,-
3568,Volkswagen,Polo,12490,2018,48000,Bensiini,Manuaali
3569,Nissan,Almera Tino,1100,2002,317000,Bensiini,-
3570,Volkswagen,Tiguan,41700,2019,19000,Diesel,Automaatti
3571,Toyota,RAV4,46500,2020,16000,Hybridi,Automaatti
3572,Volkswagen,Golf,3990,2008,241000,Diesel,Automaatti
3573,Honda,Stream,1250,2002,360000,-,-
3574,Nissan,Juke,7800,2012,164000,Bensiini,Manuaali
3575,Mercedes-Benz,C 200,13800,2010,91000,Diesel,Manuaali
3576,Peugeot,407,1900,2006,195000,Bensiini,Manuaali
3577,Ford,Focus,2250,2006,26000,Bensiini,Manuaali
3578,Audi,A6,1500,1995,332000,Bensiini,-
3580,Renault,Twingo,900,1996,218500,Bensiini,Manuaali
3581,Mercedes-Benz,190,3500,1991,405000,Diesel,Manuaali
3582,Volkswagen,Transporter,6800,2008,479000,Diesel,Automaatti
3583,Mercedes-Benz,B-sarja,3500,2009,340000,Diesel,Manuaali
3584,Volvo,XC40,44900,2018,39000,Diesel,Automaatti
